"","documents"
"203","Friendly service and tasty - prompt service and food good. Grilled octopus for starter was great followed by grilled sea bream ... lamb kebab also good definitely worth a visit"
"204","Really enjoyable lunch. Service very good. Starters of octopus, grilled halloumi, hummus & calamari all good. Mains of lamb cutlets (although slightly overdone), more octopus, lamb shank & moussaka all good. Will return, recommended."
"205","Our first meal out as a family of 5, since last year. Food was great and service was exceptional. Eileen our waitress was very attentive. We will definitely return, Niki & Stel"
"206","Splendid authentic Cypriot Greek food. The owner and waiters were very generous in portion and was very kind to us. The food itself is delicious. If you’re looking for authentic Cypriot Greek food (halloumi etc), this is the place you want to go!"
"207","We had a lovely time at Alexander the Great with my dad and boyfriend. Since moving to London I have always struggled finding an original restaurant with original cypriot and greek food, and Alexander the Great definitely is the perfect place for that!We definitely...More"
"208","Very friendly staff greeted and seated us. Vasilis (our waiter) took the time to talk us through all of the menu. We decided on the fish meze and were not disappointed. The food was fresh, came out in 4 courses with perfect timing between each...More"
"209","Lovely food, great service, Eileen the waitress is the best waitress we’ve ever had. Go here!That’s the end of my review but it says I need to write 100 characters"
"210","WOW what a lovely family restaurant.  Great food, great atmosphere, great price and Eileen our waitress was so lovely.  Will definitely will be making a return here when in Camden.  Highly recommend this restaurant."
"211","Always great, personable and amazing food. Stelios the owner, Vasilis the head waiter and the rest of the team are all top notch! Best restaurant in the area! Make sure to book before"
"212","We booked a table here for my wife’s birthday. The food was excellent as was the service. Our host Andy was the star of the show and made us feel very welcome and we will definitely be returning in the near future."
"213","Because of pictures on tripadviser and nice comment we will like to try. We booked our table and went have nice mea6and night but unfortunately disappointed they over booked we have to waite 30 minute for our table staff very rude special old man rude...More"
"214","Had a really nice time and we were very well looked after by our host Andy. We had the kebabs and the meat was tender and generously portioned. The restaurant was very busy but service was still efficient."
"215","The food was really nice and the staff were very helpful and kind. The dishes were really good portion sizes and tasted delicious."
"216","I don't understand how this place has such good reviews. I booked a table quite a few weeks in advance for the first week we were allowed to eat inside again. When we arrived we stood outside in the rain and it took a good...More"
"217","We came here on our first ever indoor date. Service was excellent and food was fabulous. I would recommend to anyone who wants to feel like they are in Greece. The lemoncello￼’s topped it off.  Vasilis was amazing"
"218","I was in this restaurant with my daughter and it was amazing evening. The service was attentive and friendly, the food was absolutely delicious. We  ordered  special meze for two and it  was the right choice! Huge variety of cold meze , followed be fish,...More"
"219","Very friendly service and great food and music. Lovely atmosphere. Great restaurant. Great layout. Fantastic wine. 5 start overal"
"220","Food was delicious and service was great, really friendly staff! Really good value, a hidden gem! Will definitely visit again."
"221","We have had family meals here a few times over the years and are never disappointed. The Meze is full and tasty. If you are after something less filling the Octopus as a main was cooked extremely well. Eileen is a joy and such a...More"
