"","documents"
"210","The food was amazing. From arrival, both Stelios and Vasilis made us feel at home. Amazing customer service. Can not recommend enough. We had the mixed Meze Grill which included most of the cold and hot starters and a variety of meats. The flavours were...More"
"211","Greatest service ordered in Camden. Would definitely come back over and over again. Excellent service from the whole team especially Stelios and Vasilis. Can’t wait to come back!"
"212","I had the chicken kebab and my friend had the sea bass. Both dishes were outstanding! And the service impeccable. Will definitely be coming again!"
"213","Vasilis is really niceeee!! He made my day! The food is definitely awesome and it is just a very friendly place to chill with your friends or family! Highly recommend!!"
"214","Vasilis was very friendly, the food was delicious. Would recommend to friends to come here! Will definitely be coming back here"
"215","Vasilis offered great service! Family friendly place, would highly recommend! Definitely would visit again :)"
"216","The restaurant is welcoming, warm and amazing.The food transport you on a greek island, making you forget you're in Camden.Andy, the waiter, is amazing, funny, nice and professional. We adore coming here for the atmosphere and the food."
"217","The atmosphere is lovely, the staff is super nice and the food is absolutely dreamy. The Alexander mixed meze (the one with fish) was perfect for our party of four. The spicy feta, aubergine dip and taramasalata are great, and the grilled sea bream and...More"
"218","Saw the reviews online and had to see what all the fuss was about - was.not.disappointed Fantastic food quality, portions and service. Had a mixture of pretty much everything and the pleasure of Eileen serving us who was Ritz quality!Would definitely return"
"219","Amazing food great time with my friends the waitress was so kind the price are fair nice atmosphere."
"220","Fantastic, charming staff, with great food and a great, affordable wine selection. Definitely would recommend this place."
"221","Food and staff amazing. Lots of vegan and vegetarian options. Good wine and food. Vasilis is the best!"
"222","5 minute walk from Camden Town tube, ideal as we were going to a fringe theatre show close by. Small and cosy on the inside, very friendly staff, lovely atmosphere, good service and delicious food. We had mixed hot mezze and lamb and pork kebabs...More"
"223","Food was fresh, delicious and very authentic plus the portions were huge. Service was excellent too especially Eileen she really looked after us."
"224","The food came quickly and the service was amazing. The staff were great, and a special shoutout to Eileen who was absolutely lovely. The food was delicious, my Greek friend took me and it got her seal of approval. Cozy and intimate venue."
"225","Delicious meal, my favourite was the octopus, spanahopita, and huge fresh salad. The white table cloth and fresh flowers on the table added to the holiday feeling. The service was seamless and our little family felt so welcomed. We couldn't believe the bill,  what a...More"
"226","We as family want try Greek food here but way we been welcome so rude food we got cold and we want re heat old man waitres so rude to us our table so late been served"
"227","Absolutely amazing and authentic greek food. We've gone for the mixed meze which was great for sharing and trying out different food from the menu! Eileen was really lovely and provided us with a great service."
