"","documents","ViaMobiles"
"133","Good points : restaurant looks nice, quickly seated and 1st drink order taken in no time, duck leg main course was enjoyable.Bad points: Once seated and drink orders taken we waited what seemed like a long time for the waiter to come and take...More","Not Mobile"
"134","Had been looking forward to our Virgin Experience meal at the London Steakhouse after a visit to the Shard. Unfortunately the meal experience was woeful. The starters (kipper pate & duck pate) were both warm & tasted like they had been left standing in a...More","Mobile"
"135","If you're under the impression this is fine dining it is certainly not that. They are simply trading on the name of Marco Pierre White. It's a nice looking restaurant and the staff are courteous and efficient. My issue is they didn't cater for people...More","Not Mobile"
"136","We went under the voucher offer and then paid extra 50.00 to upgrade again for VIP. We then paid yet again to have sides and a 12oz steak. So all in the meal was really quite pricey. It certainly was not five star. The whole...More","Mobile"
"137","Only went here as we were bought a ‘virgin experience’ voucher. Opted for £55 off á le carte menu & thank god we did because everything had huge supplements on the voucher menu would have added up to even more then we spent for the...More","Not Mobile"
"138","We visited London Steakhouse co for a luxury dining experience & were not disappointed. Service was excellent, our waitress was professional, informative & welcoming. She assisted with my gluten-free requirements & made me feel safe & relaxed. Food was great I had the fillet &...More","Mobile"
"139","Three courses took 2.5 hours (1 hour for the starter to arrive), surprising given there is not much choice on the menu and food is extremely simple - e.g. beetroot and goat's cheese salad is a few slices of beetroot and a few chunks of...More","Not Mobile"
"140","Didn’t enjoy this experience. Sadly despite staff being polite our table wasn’t ready so we ordered cocktails, the guy making them got busy clearing up and didn’t deliver them, 20 mins later we got the drinks we ordered to fill in time! The prawn cocktail...More","Mobile"
"141","Was really looking forward to eating here, visited with friends. Unfortunately food and service lacking in every way...wine no house white wine, starters prawn cocktail 4 very small prawns, mostly lettuce, can do better my self. Beetroot a goat cheese salade, perhaps I was mislead...More","Not Mobile"
"142","As others have said be prepared to spend  £40-60 on the meal after the the voucher. Water £5, soft drinks £4.50 and sides £6.50 plus service charge, the bill soon adds up.We had a virgin voucher to use and we were presented with a...More","Not Mobile"
"143","Such a wonderful lunch at Steakhouse London Co, all of the staff were friendly, professional and knowledgeable and the food was beautiful! Big thanks to José for making our occasion extra special :)","Not Mobile"
"144","Living off the name, the food doesn’t speak for itself. 2 waiters cleared our table, both questioned if we had actually finished. Neither asked if the meal was ok, because they could see that we just couldn’t eat most of the steaks we were served....More","Mobile"
"145","Gift voucher carried over from COVID period for 2-course meal with welcome cocktails.Venue and meal ok but extremely limited - be aware.Gift voucher meal has lots of supplements, selection of only three main courses without, however the steak  comes as a steak only!...More","Not Mobile"
"146","If you get a so-so meal in your local restaurant fair enough but when you go to somewhere like this , paying the prices they charge , you are entitled to expect something special. However , the food is bland , the staff are miserable...More","Mobile"
"147","My wife bought me a Virgin Experience for another event in 2019 but due to COVID we had to keep delaying. When we were finally able to book, the event was no longer running. Really disappointed so tried to find something else. We came across...More","Not Mobile"
